100 0.0026351265999892347 0.0010235340742359676
200 0.010390990400060219 0.004433795081502104
300 0.023191566600007717 0.00960129928796335
400 0.0353624888000013 0.01131113519921623
500 0.05548215869996511 0.017993138556731746
600 0.08358199629997216 0.02734790036674195
700 0.11298645040001247 0.03745186523885189
800 0.1467695115999959 0.048235712308892086
900 0.20074805709994054 0.07310429969212746
1000 0.23943876980001733 0.0796041332294781
1100 0.32323740439999255 0.11763969637628843
1200 0.3748904607999748 0.1340223953607623
1300 0.44969641949996914 0.16392417886713767
1400 0.49649058170000443 0.1733668688009081
1500 0.6010589021000442 0.21368952893608614

